index_in_dataset,metric,depth,width,num_iter,skip_n11,mic_obj_group,microscope_type,object,index_in_tiff,Component 1,Component 2
10317,lpips_gt_rank,5,256,200,0,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10317,lpips_psnr_gt,4,128,1500,4,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10317,mse_gt,4,128,1500,4,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10317,psnr_gt,4,128,1500,4,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10317,psnr_gt_rank,8,512,500,0,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10317,ssim_gt,5,128,1900,4,mito_confocal,confocal,mito,30,-0.7116400003433228,-0.3148127794265747
10605,l1_gt,5,256,2300,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,lpips_gt,6,256,2700,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,lpips_gt_rank,4,256,100,0,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,lpips_psnr_gt,7,512,2800,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,mse_gt,7,512,2800,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,psnr_gt,7,512,2800,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10605,ssim_gt,5,256,2200,4,mito_confocal,confocal,mito,31,-1.3297932147979736,-0.03449453413486481
10607,l1_gt,4,32,2100,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,lpips_gt,5,64,1900,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,lpips_gt_rank,4,asc_to512,100,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,lpips_psnr_gt,5,256,2400,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,mse_gt,5,256,2400,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,psnr_gt,5,256,2400,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10607,ssim_gt,4,32,2200,4,mito_confocal,confocal,mito,32,-1.3244980573654175,-0.03036598674952984
10621,l1_gt,4,asc_to512,2500,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,lpips_gt,6,512,2500,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,lpips_gt_rank,4,512,100,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,lpips_psnr_gt,4,asc_to512,2600,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,mse_gt,4,asc_to512,2500,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,psnr_gt,4,asc_to512,2500,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
10621,ssim_gt,4,asc_to512,2800,4,mito_confocal,confocal,mito,33,-1.305694341659546,-0.02742321789264679
14317,l1_gt,7,512,1800,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,lpips_gt,7,512,2300,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,lpips_gt_rank,4,256,100,0,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,lpips_psnr_gt,7,512,1800,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,mse_gt,7,512,1800,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,psnr_gt,7,512,1800,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,psnr_gt_rank,7,512,100,0,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14317,ssim_gt,4,32,1100,4,mito_confocal,confocal,mito,34,-0.701724648475647,-0.24904970824718475
14332,l1_gt,4,64,1000,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,lpips_gt,4,asc_to512,1200,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,lpips_gt_rank,4,512,100,0,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,lpips_psnr_gt,4,asc_to512,1400,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,mse_gt,5,128,900,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,psnr_gt,5,128,900,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,psnr_gt_rank,5,512,100,0,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14332,ssim_gt,4,64,1000,4,mito_confocal,confocal,mito,35,-0.7122360467910767,-0.3137376308441162
14335,l1_gt,6,256,1400,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,lpips_gt,7,128,1600,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,lpips_gt_rank,4,256,100,0,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,lpips_psnr_gt,6,256,1400,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,mse_gt,6,256,1400,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,psnr_gt,6,256,1400,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14335,ssim_gt,4,64,1000,4,mito_confocal,confocal,mito,36,-0.732831597328186,-0.32081520557403564
14760,l1_gt,7,512,1900,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,lpips_gt,5,256,1200,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,lpips_gt_rank,4,256,100,0,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,lpips_psnr_gt,5,256,1200,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,mse_gt,5,256,700,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,psnr_gt,5,256,700,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14760,ssim_gt,6,128,1000,4,mito_confocal,confocal,mito,37,-3.397221803665161,0.5663740038871765
14771,l1_gt,7,512,1500,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,lpips_gt,5,512,1200,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,lpips_gt_rank,5,128,200,0,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,lpips_psnr_gt,4,256,800,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,mse_gt,7,512,1500,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,psnr_gt,7,512,1500,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,psnr_gt_rank,8,asc_to512,100,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14771,ssim_gt,4,64,800,4,mito_confocal,confocal,mito,38,-3.3933632373809814,0.5635877251625061
14799,l1_gt,5,128,1000,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,lpips_gt,6,512,1800,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,lpips_gt_rank,4,512,200,0,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,lpips_psnr_gt,6,512,1800,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,mse_gt,5,128,1000,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,psnr_gt,5,128,1000,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,psnr_gt_rank,6,512,100,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
14799,ssim_gt,4,64,1000,4,mito_confocal,confocal,mito,39,-3.391777992248535,0.5645650625228882
25148,l1_gt,8,256,800,4,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,lpips_gt,8,256,1800,4,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,lpips_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,lpips_psnr_gt,8,256,1500,4,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,mse_gt,8,64,600,4,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,psnr_gt,8,64,600,4,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25148,ssim_gt,4,asc_to512,2900,0,nucleus_twophoton,twophoton,nucleus,40,-0.8518608808517456,-2.9538321495056152
25191,l1_gt,5,128,2300,0,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,lpips_gt,8,32,2100,4,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,lpips_gt_rank,4,512,2600,4,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,lpips_psnr_gt,8,16,1900,4,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,mse_gt,4,64,2500,0,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,psnr_gt,4,64,2500,0,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25191,ssim_gt,4,asc_to512,2900,0,nucleus_twophoton,twophoton,nucleus,41,-0.839336097240448,-0.9865919947624207
25538,l1_gt,6,128,700,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,lpips_gt,8,512,1900,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,lpips_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,lpips_psnr_gt,8,512,2100,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,mse_gt,8,512,2100,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,psnr_gt,8,512,2100,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,psnr_gt_rank,7,512,100,0,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25538,ssim_gt,4,64,400,4,nucleus_twophoton,twophoton,nucleus,42,-1.5058908462524414,-1.841480016708374
25552,l1_gt,5,512,2900,0,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,lpips_gt,8,512,2000,4,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,lpips_gt_rank,8,16,100,0,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,lpips_psnr_gt,7,128,1200,4,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,mse_gt,8,32,1300,4,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,psnr_gt,8,32,1300,4,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25552,ssim_gt,5,asc_to512,400,4,nucleus_twophoton,twophoton,nucleus,43,-4.975694179534912,-3.0803213119506836
25567,l1_gt,4,128,2900,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,lpips_gt,8,64,1400,4,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,lpips_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,lpips_psnr_gt,8,64,1100,4,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,mse_gt,4,64,2900,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,psnr_gt,4,64,2900,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25567,ssim_gt,4,64,2700,0,nucleus_twophoton,twophoton,nucleus,44,-4.959712982177734,-3.070493698120117
25570,l1_gt,5,256,1900,0,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,lpips_gt,8,512,1800,4,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,lpips_gt_rank,8,256,100,0,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,lpips_psnr_gt,8,32,1900,4,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,mse_gt,4,asc_to512,400,4,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,psnr_gt,4,asc_to512,400,4,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25570,ssim_gt,5,asc_to512,600,4,nucleus_twophoton,twophoton,nucleus,45,-4.95758056640625,-3.0638442039489746
25731,l1_gt,8,256,900,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,lpips_gt,8,512,2200,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,lpips_gt_rank,5,512,100,0,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,lpips_psnr_gt,8,256,1300,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,mse_gt,8,256,1300,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,psnr_gt,8,256,1300,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,psnr_gt_rank,4,512,100,0,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25731,ssim_gt,4,asc_to512,700,4,nucleus_twophoton,twophoton,nucleus,46,-1.6194525957107544,-2.0551462173461914
25835,l1_gt,4,32,2100,0,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,lpips_gt,8,512,2300,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,lpips_gt_rank,4,256,2500,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,lpips_psnr_gt,8,128,1500,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,mse_gt,8,128,1500,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,psnr_gt,8,128,1500,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
25835,ssim_gt,4,64,400,4,nucleus_twophoton,twophoton,nucleus,47,-2.0353665351867676,-0.8375461101531982
29444,l1_gt,6,64,2000,0,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,lpips_gt,8,64,700,4,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,lpips_gt_rank,6,512,2400,4,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,lpips_psnr_gt,6,256,400,4,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,mse_gt,6,256,400,4,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,psnr_gt,6,256,400,4,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,psnr_gt_rank,8,512,100,0,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
29444,ssim_gt,5,32,2800,0,nucleus_twophoton,twophoton,nucleus,48,-0.42963293194770813,-1.5234463214874268
30061,l1_gt,5,256,2400,0,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,lpips_gt,8,512,1300,4,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,lpips_gt_rank,4,512,2900,4,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,lpips_psnr_gt,7,asc_to512,600,4,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,mse_gt,5,asc_to512,2300,0,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,psnr_gt,5,asc_to512,2300,0,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,psnr_gt_rank,7,512,100,0,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30061,ssim_gt,5,asc_to512,2800,0,nucleus_twophoton,twophoton,nucleus,49,-1.6629822254180908,-1.8473414182662964
30078,l1_gt,6,512,900,4,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,lpips_gt,7,512,1800,4,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,lpips_psnr_gt,8,256,1900,4,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,mse_gt,6,512,900,4,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,psnr_gt,6,512,900,4,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,psnr_gt_rank,8,512,100,0,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30078,ssim_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,50,-1.9335039854049683,-3.5156407356262207
30380,l1_gt,7,128,1000,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,lpips_gt,5,256,1100,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,lpips_gt_rank,7,128,300,0,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,lpips_psnr_gt,7,128,1200,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,mse_gt,7,128,1000,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,psnr_gt,7,128,1000,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,psnr_gt_rank,8,512,100,0,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30380,ssim_gt,7,512,1500,4,actin_twophoton,twophoton,actin,51,-4.634771823883057,-4.952447891235352
30531,l1_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,lpips_gt,7,128,1600,4,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,lpips_gt_rank,6,128,300,0,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,lpips_psnr_gt,7,512,1600,4,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,mse_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,psnr_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,psnr_gt_rank,8,512,100,0,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
30531,ssim_gt,5,512,1000,4,actin_twophoton,twophoton,actin,52,-1.9570101499557495,-3.5818591117858887
34153,l1_gt,4,asc_to512,2700,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,lpips_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,lpips_psnr_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,mse_gt,4,asc_to512,2700,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,psnr_gt,4,asc_to512,2700,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,psnr_gt_rank,8,512,100,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34153,ssim_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,53,-1.9184106588363647,-3.5379891395568848
34192,l1_gt,4,64,2700,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,lpips_gt,7,256,1100,4,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,lpips_psnr_gt,4,asc_to512,2600,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,mse_gt,4,64,2500,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,psnr_gt,4,64,2500,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,psnr_gt_rank,7,512,100,4,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34192,ssim_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,54,-2.7261435985565186,-3.008394718170166
34235,l1_gt,4,asc_to512,2700,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,lpips_gt,4,64,2900,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,lpips_psnr_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,mse_gt,4,64,2800,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,psnr_gt,4,64,2800,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,psnr_gt_rank,7,512,100,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34235,ssim_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,55,-2.8693740367889404,-3.7854056358337402
34417,l1_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,lpips_gt,4,64,2900,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,lpips_psnr_gt,4,64,2900,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,mse_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,psnr_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,psnr_gt_rank,8,512,100,4,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34417,ssim_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,56,-4.6348795890808105,-4.953582286834717
34418,l1_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,lpips_gt,4,64,2900,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,lpips_gt_rank,4,256,100,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,lpips_psnr_gt,4,64,2900,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,mse_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,psnr_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,psnr_gt_rank,8,512,100,4,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
34418,ssim_gt,4,asc_to512,2800,0,actin_twophoton,twophoton,actin,57,-4.63161563873291,-4.950248718261719
35008,l1_gt,4,64,2400,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,lpips_gt,4,asc_to512,2900,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,lpips_gt_rank,4,512,100,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,lpips_psnr_gt,4,64,2900,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,mse_gt,4,64,2400,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,psnr_gt,4,64,2400,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,psnr_gt_rank,8,512,100,4,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35008,ssim_gt,4,64,2800,0,actin_twophoton,twophoton,actin,58,-0.9964513778686523,-3.5661699771881104
35085,l1_gt,4,64,2700,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,lpips_gt,4,64,2900,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,lpips_gt_rank,8,16,500,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,lpips_psnr_gt,4,64,2700,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,mse_gt,4,64,2700,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,psnr_gt,4,64,2700,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,psnr_gt_rank,8,512,100,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
35085,ssim_gt,4,64,2700,0,actin_twophoton,twophoton,actin,59,-1.159406304359436,-3.019390106201172
